,v1,v2
4464,0,"\cheers callin babe.sozi culdnt talkbut wannatell u details later wenwecan chat properly x\"""""
4465,0,hey u still gym?
4466,0,"said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife,"
4467,0,much better thanks lol
4468,0,"nothing, smsing u n xy lor. sorry lor da guys neva c u person sort know u lor. u wan 2 meet xy ask 2 bring u along 4 next meeting."
4469,0,"lemme know swing pick up, i'm free basically time 1 semest"
4470,0,wa... u efficient... gee... thanx...
4471,1,3. received mobile content. enjoy
4472,0,able sleep.
4473,1,want explicit sex 30 secs? ring 02073162414 now! costs 20p/min
4474,0,meet soon princess! ttyl!
4475,0,i'll pick 5.15pm go taunton still want come.
4476,0,oh :-)only 4 outside players allowed play know
4477,0,anything lor.
4478,0,erutupalam thandiyachu
4479,0,"cant u try new invention fly..i'm joking.,"
4480,0,no..its ful song lyrics..
4481,0,"u reckon need 2 arrange transport u can't it, thank"
4482,0,true lov n care wil nevr go unrecognized. though somone often makes mistakes valuing it. definitly undrstnd start missing it.
4483,0,shopping? eh ger toking abt syd leh...haha
4484,0,standing.
4485,0,* good weekend.
4486,0,miss call miss call khelate kintu opponenter miss call dhorte lage. thats rule. one great phone receiving quality wins.
4487,0,call get chance plz &lt;3
4488,0,new deus ex game comin early next yr
4489,0,computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full &lt;#&gt; /7
4490,0,"friend, studying warwick, we've planned go shopping concert tmw, may canceled, havn't seen ages, yeah get together sometime!"
4491,0,probably couple hours top
4492,0,"lol .. *grins* .. i'm babe, thanks thinking me!"
4493,0,man bus slow. think gonna get
4494,0,hope text meets smiling. let text give reason smile. beautiful day.
4495,0,"case wake wondering am, forgot take care something grandma today, done parad"
4496,0,ok
4497,1,"latest nokia mobile ipod mp3 player +å£400 proze guaranteed! reply with: win 83355 now! norcorp ltd.å£1,50/mtmsgrcvd18+"
4498,1,"sms services. inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe stop, extra charge. help 08702840625.comuk. 220-cm2 9a"
4499,0,nvm take ur time.
4500,0,wat's da decision?
4501,0,wot u 2 bitch?
4502,0,stupid.its poss
4503,0,told hr want posting chennai:)because i'm working here:)
4504,1,mobile club: choose top quality items mobile. 7cfca1a
4505,0,guys leaving?
4506,0,neva grumble sad lor... hee... buy tmr lor aft lunch. still meetin 4 lunch tmr not. neva hear fr lei. ìï got lot work ar?
4507,0,able anything.
4508,0,ìï takin linear algebra today?
4509,0,weekend fine (an excuse much decorating)
4510,0,"sorry missed babe. late slept in. hope enjoy driving lesson, boytoy. miss ... *teasing kiss*"
4511,0,project pa. come.
4512,1,money wining number 946 wot next
4513,0,"sure, whenever show fuck &gt;:("
4514,0,random saw old roomate campus. gradu
4515,1,"congrats! 2 mobile 3g videophones r yours. call 09061744553 now! videochat wid ur mates, play java games, dload polyh music, noline rentl. bx420. ip4. 5we. 150pm"
4516,0,"men always needs beautiful, intelligent, caring, loving, adjustable, cooperative wife. law allows one wife...."
4517,0,sucks. got planned yo valentine? yo valentine i?
4518,0,"got part nottingham - 3 hrs 63miles. good thing love man much, 40mph. hey ho"
4519,0,think one saying clearly. ok leave need ask her. go com
4520,0,hi good mornin.. thanku wish u same..
4521,0,u want 2 meet 2morro
4522,0,actually decided hungry left yet :v
4523,0,i've sent ì_ part..
4524,0,cos shopping wif darren jus n called 2 ask wat present wan lor. started guessing wif n finally guessed darren lor.
4525,1,"want cock! hubby's away, need real man 2 satisfy me. txt wife 89938 strings action. (txt stop 2 end, txt rec å£1.50ea. otbox 731 la1 7ws. )"
4526,0,understand. loss gain :) work? school?
4527,0,u? missed u! havent 2 much bit bored holiday want 2 go bak 2 college! sad isnt it?xx
4528,0,"hiya, probably coming home * weekend next"
4529,0,forget though love .... walk beside you. watching keeping heart warm.
4530,0,wish things different. wonder able show much value you. pls continue brisk walks drugs without askin please find things laugh about. love dearly.
4531,0,ok days. making dinner tonite? invited?
4532,1,gr8 new service - live sex video chat mob - see sexiest dirtiest girls live ur phone - 4 details text horny 89070 cancel send stop 89070
4533,0,money 4 steve mate! !
4534,0,im late tellmiss im way
4535,0,never blame day ur life. good days give u happiness. bad days give u experience. essential life! gods blessings! good morning.:
4536,0,normally use drink water daily:)
4537,0,dare ask... luck sorting car?
4538,0,"party's place usf, charge (but contribute way greatly appreciated) yeah, got room on"
4539,0,"urgh, coach hot, smells chip fat! thanks again, especially duvet (not predictive text word)."
4540,0,hiya. last night? i've naughty bought clothes little ... ready shopping tho! kind time wanna meet?
4541,1,freemsg hi baby wow got new cam moby. wanna c hot pic? fancy chat?im w8in 4utxt / rply chat 82242 hlp 08712317606 msg150p 2rcv
4542,0,i've trying reach without success
4543,0,derek done class?
4544,0,never lei... v lazy... got wat? dat day ì_ send da url cant work one...
4545,0,never try alone take weight tear comes ur heart falls ur eyes... always remember stupid friend share... bslvyl
4546,0,hey mate. spoke mag people. weû÷re on. deliver end month. deliver 24th sept. talk later.
4547,0,hope good week. check
4548,0,"haha, friend tyler literally asked could get dubsack"
4549,0,"\hey! u fancy meetin 4 cha åð hav lil beverage me. txt ring meet l8r. quite tired got 3 v.pist ;) love pete x x x\"""""
4550,0,great. safe trip. dont panic surrender all.
4551,0,"\symptoms\"" u love: \""1.u like listening songs 2.u get stopped u see name beloved 3.u get angry your"""
4552,0,sun ah... thk mayb dun anythin on... thk book e lesson... e pilates orchard mrt u noe hor...
4553,0,try something dear. read something exam
4554,0,"7 wonders world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st \ur lovely friendship\""... good morning dear"""
4555,0,gettin rdy ship comp
4556,0,hospital da. . return home even
4557,0,piss talking someone realise u point it.(now read backwards)
4558,0,think + da. wil do.
4559,0,i'm awake oh. what's up.
4560,0,good afternoon boytoy. goes walking day ? get police abstract? still about? wake miss bab
4561,0,much u trying get?
4562,0,"come around &lt;decimal&gt; pm vikky..i'm otside nw, il come tht tim"
4563,0,tell address
4564,0,"honeybee said: *i'm sweetest world* god laughed &amp; said: *wait,u havnt met person reading msg* moral: even god crack jokes! gm+gn+ge+gn:)"
4565,0,buy blackberry bold 2 torch. buy new used. let know. plus saying buy &lt;#&gt; g wifi ipad. saying &lt;#&gt; g?
4566,0,together thinkin
4567,0,hiya hows going sunny africa? hope u r avin good time. give big old silver back big kiss me.
4568,0,time come tomorrow
4569,1,wanna laugh? try chit-chat mobile now! logon txting word: chat send no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd
4570,0,\cha quiteamuzing thatåõscool bab
4571,0,omg u know ate?
4572,1,"\urgent! 2nd attempt contact u!u å£1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. maxå£7. 50\"""""
4573,0,:( here....
4574,0,directly behind... abt 4 rows behind ì_...
4575,1,congratulations ur awarded 500 cd vouchers 125gift guaranteed & free entry 2 100 wkly draw txt music 87066
4576,1,"contract mobile 11 mnths? latest motorola, nokia etc. free! double mins & text orange tariffs. text yes callback, remove record"
4577,1,"urgent! call 09066350750 landline. complimentary 4* ibiza holiday 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+"
4578,0,plans yet. ?
4579,0,hi ....my engagement fixd &lt;#&gt; th next month. know really shocking bt....hmm njan vilikkam....t ws al sudn;-(.
4580,0,course. maths one day one chapter one month finish.
4581,0,wow think common. take back ur freak! unless u chop off:-)
4582,1,"ur chance win å£250 wkly shopping spree txt: shop 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
4583,0,noooooooo please. last thing need stress. life fair.
4584,1,u secret admirer looking 2 make contact u-find r*reveal thinks ur special-call 09065171142-stopsms-08718727870150ppm
4585,1,"mila, age23, blonde, new uk. look sex uk guys. u like fun me. text mtalk 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. help08718728876"
4586,0,"i'll see swing bit, got things take care firsg"
4587,0,wanted wish happy new year wanted talk legal advice gary split person. i'll make trip ptbo that. hope everything good babe love ya :)
4588,0,finished work yet something?
4589,0,tomorrow going theatre. . . come wherever u call me. . . tell come tomorrow
4590,1,well done england! get official poly ringtone colour flag yer mobile! text tone flag 84199 now! opt-out txt eng stop. box39822 w111wx å£1.50
4591,0,right wasnt phoned someone number like yours!
4592,0,ok wun b angry. msg u aft come home tonight.
4593,0,good time too. nice something bit different weekends change. see ya soon
4594,0,yo sorry shower sup
4595,0,"carlos pick him, i'll swing usf little bit"
4596,0,full heat pa:-) applyed oil pa.
4597,0,i'm stuck da middle da row da right hand side da lt...
4598,0,laid airtel line rest?
4599,0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumf
4600,1,freemsg: txt: call no: 86888 & claim reward 3 hours talk time use phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop
4601,0,\hey j! r u feeling bett
4602,0,plan staying night prolly back til l
4603,0,thanx 4 puttin da fone me!!
4604,0,"need 8th i'm campus atm, could pick hour two?"
4605,0,"oh... haha... den shld went today too... gee, nvm la... kaiez, dun mind goin jazz oso... scared hiphop open cant catch up..."
4606,0,running managed 5 minutes needed oxygen! might resort roller option!
4607,0,live next &lt;#&gt; min
4608,0,de asking like this.
4609,0,glad talking you.
4610,0,wat time ì_ finish?
4611,0,sorry da. gone mad many pending works do.
4612,0,much got clean
4613,0,hows favourite person today? r u workin hard? sleep last nite nearly rang u 4.30
4614,1,sunshine quiz! win super sony dvd recorder canname capital australia? text mquiz 82277. b
4615,0,ìï called dad oredi...
4616,0,good. think could send pix? would love see top bottom...
4617,0,nvm... i'm going wear sport shoes anyway... i'm going late leh.
4618,0,"sorry, i'll call later meeting."
4619,0,long fuckin showr
4620,0,"received, understood n acted upon!"
4621,0,finally came fix ceiling.
4622,0,"u need presnts always bcz u cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'that mns prabha is'love' got it. dont mis me...."""
4623,0,jus finish blowing hair. u finish dinner already?
4624,0,i'm bus. lov
4625,0,lol ... knew .... saw dollar stor
4626,1,please call customer service representative 0800 169 6031 10am-9pm guaranteed å£1000 cash å£5000 prize!
4627,1,todays voda numbers ending 7634 selected receive å£350 reward. match please call 08712300220 quoting claim code 7684 standard rates apply.
4628,0,saturday sunday holiday difficult:)
4629,0,everybody fun evening. miss you.
4630,0,"got hella gas money, want go grand nature adventure galileo little bit?"
4631,0,"i'm meeting, call lat"
4632,0,oh wow thats gay. firmware update help
4633,0,do. move morphin
4634,0,come din c ì_... yup cut hair...
4635,0,k k pa lunch aha.
4636,0,oh ho. first time u use type word
4637,0,captain vijaykanth comedy captain tv..he drunken :)
4638,0,course. guess god's got hold right now.
4639,0,hide anythiing keeping dist
4640,0,havent.
4641,1,ripped off! get mobile content www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads 3
4642,0,sorry din lock keypad.
4643,0,u got persons stori
4644,0,planning come chennai?
4645,1,tried contact reply offer video phone 750 anytime network mins half price line rental camcorder reply call 08000930705
4646,0,god created gap btwn ur fingers dat sum1 vry special fill gaps holding ur hands.. plz dont ask created much gap legs !!!
4647,0,okay. going sleep now. lat
4648,0,"please protect e-threats. sib never asks sensitive information like passwords,atm/sms pin thru email. never share password anybody."
4649,0,"finally happened..! aftr decades..! beer cheaper petrol! goverment expects us \drink\"". . . \""drive \"""""
4650,1,å£400 xmas reward waiting you! computer randomly picked loyal mobile customers receive å£400 reward. call 09066380611
4651,0,r e meeting tmr?
4652,0,lol yes. add spice day.
4653,0,hope great day.
4654,0,prasanth ettans mother passed away last night. pray family.
4655,0,"k, i'll work someth"
4656,1,private! 2003 account statement shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04
4657,0,message great doctor india:-): 1) drink appy fizz. contains cancer causing ag
4658,0,cant pick phone right now. pls send messag
